Occupancy,FIRM,Flood Zone,Total loss ratio (%),Foundation (%),Below First Floor (%),Structure Framing (%),Roof Covering (%),Roof Framing (%),Exterior Walls (%),Interiors (%)
RES3F,1,CA,60,0,0,0,0,0,0.01,59.99
RES3F,1,CA,70,0,0,0,0,0,0.01,69.99
RES3F,1,CA,80,0,0,0,0,0,0.01,79.98
RES3F,1,CA,90,0,0,0,0,0,0.01,89.98
RES3F,1,CA,100,0,0,0,0,0,0.01,99.98
RES3F,1,V ,0,0,0,0,0,0,0,0
RES3F,1,V ,10,0,0,0,0,0,0,10
RES3F,1,V ,20,0,0,0,0,0,0,20
RES3F,1,V ,30,0,0,0,0,0,0,30
RES3F,1,V ,40,0,0,0,0,0,0,40
RES3F,1,V ,50,0,0,0,0,0,0.01,49.99
RES3F,1,V ,60,0,0,0,0,0,0.01,59.99
RES3F,1,V ,70,0,0,0,0,0,0.01,69.99
RES3F,1,V ,80,0,0,0,0,0,0.01,79.98
RES3F,1,V ,90,0,0,0,0,0,0.01,89.98
RES3F,1,V ,100,0,0,0,0,0,0.01,99.98
RES4,0,A ,0,0,0,0,0,0,0,0
RES4,0,A ,10,0,0,0,0,0,0,10
RES4,0,A ,20,0,0,0,0,0,0,20
RES4,0,A ,30,0,0,0,0,0,0,30
RES4,0,A ,40,0,0,0,0,0,0,40
RES4,0,A ,50,0,0,0,0,0,0,50
RES4,0,A ,60,0,0,0,0,0,0,60
RES4,0,A ,70,0,0,0,0,0,0,70
RES4,0,A ,80,0,0,0,0,0,0,80
RES4,0,A ,90,0,0,0,0,0,0,90
RES4,0,A ,100,0,0,0,0,0,0,100
RES4,0,CA,0,0,0,0,0,0,0,0
RES4,0,CA,10,0,0,0,0,0,0,10
RES4,0,CA,20,0,0,0,0,0,0,20
RES4,0,CA,30,0,0,0,0,0,0,30
RES4,0,CA,40,0,0,0,0,0,0,40
RES4,0,CA,50,0,0,0,0,0,0,50
RES4,0,CA,60,0,0,0,0,0,0,60
RES4,0,CA,70,0,0,0,0,0,0,70
RES4,0,CA,80,0,0,0,0,0,0,80
RES4,0,CA,90,0,0,0,0,0,0,90
RES4,0,CA,100,0,0,0,0,0,0,100
RES4,0,V ,0,0,0,0,0,0,0,0
RES4,0,V ,10,0,0,0,0,0,0,10
RES4,0,V ,20,0,0,0,0,0,0,20
RES4,0,V ,30,0,0,0,0,0,0,30
RES4,0,V ,40,0,0,0,0,0,0,40
RES4,0,V ,50,0,0,0,0,0,0,50
RES4,0,V ,60,0,0,0,0,0,0,60
RES4,0,V ,70,0,0,0,0,0,0,70
RES4,0,V ,80,0,0,0,0,0,0,80
RES4,0,V ,90,0,0,0,0,0,0,90
RES4,0,V ,100,0,0,0,0,0,0,100
RES4,1,A ,0,0,0,0,0,0,0,0
RES4,1,A ,10,0,0,0,0,0,0,10
RES4,1,A ,20,0,0,0,0,0,0,20
RES4,1,A ,30,0,0,0,0,0,0,30
RES4,1,A ,40,0,0,0,0,0,0,40
RES4,1,A ,50,0,0,0,0,0,0,50
RES4,1,A ,60,0,0,0,0,0,0,60
RES4,1,A ,70,0,0,0,0,0,0,70
RES4,1,A ,80,0,0,0,0,0,0,80
RES4,1,A ,90,0,0,0,0,0,0,90
RES4,1,A ,100,0,0,0,0,0,0,100
RES4,1,CA,0,0,0,0,0,0,0,0
RES4,1,CA,10,0,0,0,0,0,0,10
RES4,1,CA,20,0,0,0,0,0,0,20
RES4,1,CA,30,0,0,0,0,0,0,30
RES4,1,CA,40,0,0,0,0,0,0,40
RES4,1,CA,50,0,0,0,0,0,0,50
RES4,1,CA,60,0,0,0,0,0,0,60
RES4,1,CA,70,0,0,0,0,0,0,70
RES4,1,CA,80,0,0,0,0,0,0,80
RES4,1,CA,90,0,0,0,0,0,0,90
RES4,1,CA,100,0,0,0,0,0,0,100
RES4,1,V ,0,0,0,0,0,0,0,0
RES4,1,V ,10,0,0,0,0,0,0,10
RES4,1,V ,20,0,0,0,0,0,0,20
RES4,1,V ,30,0,0,0,0,0,0,30
RES4,1,V ,40,0,0,0,0,0,0,40
RES4,1,V ,50,0,0,0,0,0,0,50
RES4,1,V ,60,0,0,0,0,0,0,60
RES4,1,V ,70,0,0,0,0,0,0,70
RES4,1,V ,80,0,0,0,0,0,0,80
RES4,1,V ,90,0,0,0,0,0,0,90
RES4,1,V ,100,0,0,0,0,0,0,100
RES5,0,A ,0,0,0,0,0,0,0,0
RES5,0,A ,10,0,0,0,0,0,0,10
RES5,0,A ,20,0,0,0,0,0,0,20
RES5,0,A ,30,0,0,0,0,0,0,30
RES5,0,A ,40,0,0,0,0,0,0,40
RES5,0,A ,50,0,0,0,0,0,0.01,49.99
RES5,0,A ,60,0,0,0,0,0,0.01,59.99
RES5,0,A ,70,0,0,0,0,0,0.02,69.98
RES5,0,A ,80,0,0,0,0,0,0.02,79.98
RES5,0,A ,90,0,0,0,0,0,0.03,89.97
RES5,0,A ,100,0,0,0.01,0,0,0.04,99.95
RES5,0,CA,0,0,0,0,0,0,0,0
RES5,0,CA,10,0,0,0,0,0,0,10
RES5,0,CA,20,0,0,0,0,0,0,20
RES5,0,CA,30,0,0,0,0,0,0,29.99
RES5,0,CA,40,0,0,0,0,0,0.01,39.99
RES5,0,CA,50,0,0,0.01,0,0,0.01,49.98
RES5,0,CA,60,0,0,0.01,0,0,0.01,59.98
RES5,0,CA,70,0,0,0.01,0,0,0.01,69.98
RES5,0,CA,80,0,0,0.01,0,0,0.02,79.97
RES5,0,CA,90,0,0,0.01,0,0,0.02,89.97
RES5,0,CA,100,0,0,0.01,0,0,0.03,99.96
RES5,0,V ,0,0,0,0,0,0,0,0
RES5,0,V ,10,0,0,0,0,0,0,10
RES5,0,V ,20,0,0,0,0,0,0,20
RES5,0,V ,30,0,0,0,0,0,0,29.99
RES5,0,V ,40,0,0,0,0,0,0.01,39.99
RES5,0,V ,50,0,0,0.01,0,0,0.01,49.98
RES5,0,V ,60,0,0,0.01,0,0,0.01,59.98
RES5,0,V ,70,0,0,0.01,0,0,0.01,69.98
RES5,0,V ,80,0,0,0.01,0,0,0.02,79.97
RES5,0,V ,90,0,0,0.01,0,0,0.02,89.97
RES5,0,V ,100,0,0,0.01,0,0,0.03,99.96
RES5,1,A ,0,0,0,0,0,0,0,0
RES5,1,A ,10,0,0,0,0,0,0,10
RES5,1,A ,20,0,0,0,0,0,0,20
RES5,1,A ,30,0,0,0,0,0,0,30
RES5,1,A ,40,0,0,0,0,0,0,40
RES5,1,A ,50,0,0,0,0,0,0,50
RES5,1,A ,60,0,0,0,0,0,0.01,59.99
RES5,1,A ,70,0,0,0,0,0,0.01,69.99
RES5,1,A ,80,0,0,0,0,0,0.01,79.98
RES5,1,A ,90,0,0,0.01,0,0,0.02,89.97
RES5,1,A ,100,0,0,0.01,0,0,0.04,99.95
RES5,1,CA,0,0,0,0,0,0,0,0
RES5,1,CA,10,0,0,0,0,0,0,10
RES5,1,CA,20,0,0,0,0,0,0,20
RES5,1,CA,30,0,0,0,0,0,0,29.99
RES5,1,CA,40,0,0,0,0,0,0.01,39.99
RES5,1,CA,50,0,0,0.01,0,0,0.01,49.98
RES5,1,CA,60,0,0,0.01,0,0,0.02,59.97
RES5,1,CA,70,0,0,0.01,0,0,0.02,69.97
RES5,1,CA,80,0,0,0.01,0,0,0.02,79.97
RES5,1,CA,90,0,0,0.01,0,0,0.03,89.96
RES5,1,CA,100,0,0,0.01,0,0,0.03,99.95
RES5,1,V ,0,0,0,0,0,0,0,0
RES5,1,V ,10,0,0,0,0,0,0,10
RES5,1,V ,20,0,0,0,0,0,0,20
RES5,1,V ,30,0,0,0,0,0,0,29.99
RES5,1,V ,40,0,0,0,0,0,0.01,39.99
RES5,1,V ,50,0,0,0.01,0,0,0.01,49.98
RES5,1,V ,60,0,0,0.01,0,0,0.02,59.97
RES5,1,V ,70,0,0,0.01,0,0,0.02,69.97
RES5,1,V ,80,0,0,0.01,0,0,0.02,79.97
RES5,1,V ,90,0,0,0.01,0,0,0.03,89.96
RES5,1,V ,100,0,0,0.01,0,0,0.03,99.95
RES6,0,A ,0,0,0,0,0,0,0,0
RES6,0,A ,10,0,0,0,0,0,0,10
RES6,0,A ,20,0,0,0,0,0,0,20
RES6,0,A ,30,0,0,0,0,0,0,30
RES6,0,A ,40,0,0,0,0,0,0,40
RES6,0,A ,50,0,0,0,0,0,0.01,49.99
RES6,0,A ,60,0,0,0,0,0,0.01,59.99
RES6,0,A ,70,0,0,0,0,0,0.01,69.99
RES6,0,A ,80,0,0,0,0,0,0.01,79.98
RES6,0,A ,90,0,0,0,0,0,0.02,89.98
RES6,0,A ,100,0,0,0,0,0,0.02,99.98
RES6,0,CA,0,0,0,0,0,0,0,0
RES6,0,CA,10,0,0,0,0,0,0,10
RES6,0,CA,20,0,0,0,0,0,0,20
RES6,0,CA,30,0,0,0,0,0,0,30
RES6,0,CA,40,0,0,0,0,0,0,40
RES6,0,CA,50,0,0,0,0,0,0.01,49.99
RES6,0,CA,60,0,0,0,0,0,0.01,59.99
RES6,0,CA,70,0,0,0,0,0,0.01,69.99
RES6,0,CA,80,0,0,0,0,0,0.01,79.99
RES6,0,CA,90,0,0,0,0,0,0.01,89.98
RES6,0,CA,100,0,0,0,0,0,0.02,99.98
RES6,0,V ,0,0,0,0,0,0,0,0
RES6,0,V ,10,0,0,0,0,0,0,10
RES6,0,V ,20,0,0,0,0,0,0,20
RES6,0,V ,30,0,0,0,0,0,0,30
RES6,0,V ,40,0,0,0,0,0,0,40
RES6,0,V ,50,0,0,0,0,0,0.01,49.99
RES6,0,V ,60,0,0,0,0,0,0.01,59.99
RES6,0,V ,70,0,0,0,0,0,0.01,69.99
RES6,0,V ,80,0,0,0,0,0,0.01,79.99
RES6,0,V ,90,0,0,0,0,0,0.01,89.98
RES6,0,V ,100,0,0,0,0,0,0.02,99.98
RES6,1,A ,0,0,0,0,0,0,0,0
RES6,1,A ,10,0,0,0,0,0,0,10
RES6,1,A ,20,0,0,0,0,0,0,20
RES6,1,A ,30,0,0,0,0,0,0,30
RES6,1,A ,40,0,0,0,0,0,0,40
RES6,1,A ,50,0,0,0,0,0,0,50
RES6,1,A ,60,0,0,0,0,0,0.01,59.99
RES6,1,A ,70,0,0,0,0,0,0.01,69.99
RES6,1,A ,80,0,0,0,0,0,0.01,79.99
RES6,1,A ,90,0,0,0,0,0,0.01,89.99
RES6,1,A ,100,0,0,0,0,0,0.02,99.98
RES6,1,CA,0,0,0,0,0,0,0,0
RES6,1,CA,10,0,0,0,0,0,0,10
RES6,1,CA,20,0,0,0,0,0,0,20
RES6,1,CA,30,0,0,0,0,0,0,30
RES6,1,CA,40,0,0,0,0,0,0,39.99
RES6,1,CA,50,0,0,0,0,0,0.01,49.99
RES6,1,CA,60,0,0,0,0,0,0.01,59.99
RES6,1,CA,70,0,0,0,0,0,0.01,69.99
RES6,1,CA,80,0,0,0,0,0,0.01,79.98
RES6,1,CA,90,0,0,0,0,0,0.02,89.98
RES6,1,CA,100,0,0,0,0,0,0.02,99.98
RES6,1,V ,0,0,0,0,0,0,0,0
RES6,1,V ,10,0,0,0,0,0,0,10
RES6,1,V ,20,0,0,0,0,0,0,20
RES6,1,V ,30,0,0,0,0,0,0,30
RES6,1,V ,40,0,0,0,0,0,0,39.99
RES6,1,V ,50,0,0,0,0,0,0.01,49.99
RES6,1,V ,60,0,0,0,0,0,0.01,59.99
RES6,1,V ,70,0,0,0,0,0,0.01,69.99
RES6,1,V ,80,0,0,0,0,0,0.01,79.98
RES6,1,V ,90,0,0,0,0,0,0.02,89.98
RES6,1,V ,100,0,0,0,0,0,0.02,99.98
